Student_ID,Gender,Age,Education,CGPA,Internships,Year,Hostel,Projects,Letter_of_Recommendation,Specialization,On/Off Campus,Package(LPA),HistoryOfBacklogs,Placement_Status
21071,Male,27,Bachelor,7.06,0,2021,Not Opted,4,No,Computer Science,Off Campus,0,3,Not Placed
21072,Female,30,Master,6.2,4,2021,Opted,3,Yes,Computer Science,On Campus,652219,0,Placed
21073,Female,26,Master,8.36,2,2018,Not Opted,0,Yes,Electrical,On Campus,674092,1,Placed
21074,Male,24,Master,9.13,3,2022,Opted,4,Yes,Electrical,On Campus,517319,1,Placed
21075,Male,27,Bachelor,8.37,0,2019,Not Opted,0,No,Civil,On Campus,903098,2,Placed
21076,Male,24,Master,9.12,4,2018,Not Opted,3,Yes,Electronics,On Campus,515596,2,Placed
21077,Female,27,Bachelor,6.98,3,2019,Not Opted,2,No,Information Technology,On Campus,399395,0,Placed
21078,Male,25,Bachelor,,4,2018,Not Opted,2,No,Mechanical,Off Campus,508293,1,Placed
21079,Female,23,Bachelor,8.69,2,2022,Opted,4,Yes,Computer Science,On Campus,0,4,Not Placed
21080,Male,22,Bachelor,6.8,0,2018,Opted,1,No,Information Technology,Off Campus,720724,2,Placed
21081,Male,24,Master,8.36,3,2019,Opted,3,No,Computer Science,On Campus,726443,2,Placed
21082,Male,23,Bachelor,6.35,0,2021,Not Opted,4,Yes,Computer Science,Off Campus,0,3,Not Placed
21083,Male,24,Master,5.41,2,2019,Not Opted,4,No,Electronics,Off Campus,778800,0,Placed
21084,Female,24,Master,9.96,0,2023,Not Opted,2,No,Electrical,On Campus,654906,1,Placed
21085,Female,22,Bachelor,5.78,0,2020,Not Opted,0,Yes,Electrical,Off Campus,850329,1,Placed
21086,Male,30,Master,9.94,1,2020,Not Opted,3,Yes,Information Technology,Off Campus,488334,1,Placed
21087,Male,29,Master,9.89,0,2023,Not Opted,0,Yes,Information Technology,Off Campus,699127,2,Placed
21088,Female,22,Bachelor,8.97,4,2020,Opted,5,No,Computer Science,On Campus,473072,0,Placed
21089,Female,29,Master,8.3,3,2020,Opted,5,No,Electrical,On Campus,510569,1,Placed
21090,Female,26,Master,7.89,1,2022,Opted,3,Yes,Information Technology,Off Campus,0,4,Not Placed
21091,Female,24,Master,9.33,3,2021,Opted,1,No,Electronics,On Campus,0,3,Not Placed
21092,Male,24,Master,6.45,3,2021,Opted,5,Yes,Computer Science,On Campus,0,3,Not Placed
21093,Female,21,Bachelor,7.34,2,2019,Opted,2,Yes,Computer Science,Off Campus,848552,1,Placed
21094,Male,26,Master,,2,2023,Opted,1,Yes,Electrical,Off Campus,380046,2,Placed
21095,Female,24,Master,7.06,1,2018,Opted,4,No,Electronics,On Campus,0,3,Not Placed
21096,Female,24,Master,7.14,2,2019,Not Opted,5,No,Information Technology,On Campus,0,3,Not Placed
21097,Female,24,Master,6.65,2,2019,Not Opted,2,Yes,Electronics,On Campus,0,3,Not Placed
21098,Female,27,Bachelor,7.82,2,2019,Not Opted,4,Yes,Civil,Off Campus,0,3,Not Placed
21099,Female,26,Master,9.25,3,2019,Not Opted,1,No,Civil,On Campus,780609,1,Placed
21100,Male,27,Bachelor,6.01,1,2021,Not Opted,3,Yes,Electronics,On Campus,575926,0,Placed
21101,Male,25,Master,9.67,3,2018,Not Opted,4,No,Electronics,On Campus,309398,0,Placed
21102,Female,22,Bachelor,8.45,4,2019,Not Opted,0,Yes,Computer Science,Off Campus,521117,2,Placed
21103,Female,27,Bachelor,9.12,3,2021,Opted,3,Yes,Electronics,Off Campus,0,4,Not Placed
21104,Male,25,Bachelor,7.78,4,2019,Opted,3,No,Information Technology,Off Campus,618818,0,Placed
21105,Female,22,Bachelor,8.9,0,2020,Not Opted,1,No,Civil,On Campus,0,4,Not Placed
21106,Female,24,Bachelor,5.08,0,2019,Opted,1,No,Computer Science,On Campus,491836,0,Placed
21107,Male,29,Master,9.09,4,2023,Opted,2,No,Information Technology,Off Campus,568102,0,Placed
21108,Female,24,Master,5.2,4,2023,Opted,2,No,Electrical,On Campus,510894,2,Placed
21109,Female,24,Master,9.45,3,2019,Opted,0,Yes,Information Technology,On Campus,0,3,Not Placed
21110,Male,22,Bachelor,9.96,4,2022,Opted,3,Yes,Computer Science,On Campus,530600,2,Placed
21111,Male,26,Master,6.47,1,2020,Not Opted,0,No,Electrical,Off Campus,485069,0,Placed
21112,Male,22,Bachelor,6.05,0,2018,Opted,0,No,Electronics,On Campus,0,3,Not Placed
21113,Female,27,Bachelor,8.83,0,2019,Not Opted,1,Yes,Electrical,On Campus,0,3,Not Placed
21114,Male,24,Master,6.27,4,2018,Not Opted,0,Yes,Computer Science,Off Campus,0,3,Not Placed
21115,Male,24,Master,9.33,2,2020,Not Opted,0,No,Electronics,On Campus,0,4,Not Placed
21116,Male,25,Bachelor,5.51,2,2019,Opted,4,No,Computer Science,Off Campus,733893,0,Placed
21117,Male,23,Bachelor,5.63,4,2022,Not Opted,2,Yes,Computer Science,On Campus,590932,1,Placed
21118,Male,24,Master,9.9,1,2021,Not Opted,2,No,Electronics,Off Campus,219192,2,Placed
21119,Male,30,Master,8.37,2,2022,Not Opted,3,Yes,Electronics,Off Campus,0,4,Not Placed
21120,Female,29,Master,9.23,4,2022,Not Opted,2,Yes,Information Technology,On Campus,512093,2,Placed
21121,Female,24,Master,6.62,1,2021,Opted,5,No,Electrical,On Campus,268382,1,Placed
21122,Male,22,Bachelor,8.38,1,2021,Not Opted,3,Yes,Information Technology,Off Campus,0,3,Not Placed
21123,Male,28,Master,7.97,3,2023,Not Opted,4,Yes,Information Technology,On Campus,630802,1,Placed
21124,Male,29,Master,8.02,1,2021,Not Opted,2,Yes,Computer Science,Off Campus,252243,2,Placed
21125,Female,27,Master,8.41,2,2019,Not Opted,4,No,Civil,On Campus,562710,1,Placed
21126,Female,23,Bachelor,7.88,2,2018,Opted,2,Yes,Electronics,On Campus,520762,0,Placed
21127,Female,27,Bachelor,7.15,4,2023,Not Opted,2,No,Electrical,On Campus,338621,1,Placed
21128,Female,23,Bachelor,6.38,4,2023,Not Opted,4,Yes,Electrical,On Campus,252494,0,Placed
21129,Female,25,Bachelor,8.84,1,2018,Not Opted,0,Yes,Electronics,Off Campus,943333,1,Placed
21130,Female,29,Master,6.13,0,2023,Not Opted,0,Yes,Information Technology,Off Campus,486102,0,Placed
21131,Female,23,Bachelor,8.46,3,2021,Not Opted,0,Yes,Computer Science,On Campus,420851,0,Placed
21132,Female,27,Master,6.17,0,2022,Not Opted,5,Yes,Computer Science,On Campus,700929,1,Placed
21133,Female,24,Master,8.13,1,2020,Opted,0,No,Electrical,On Campus,0,4,Not Placed
21134,Male,24,Master,8.74,1,2021,Not Opted,2,No,Mechanical,On Campus,0,3,Not Placed
21135,Male,24,Master,6.09,0,2022,Opted,1,Yes,Computer Science,On Campus,0,3,Not Placed
21136,Male,27,Bachelor,5.3,3,2022,Opted,4,No,Computer Science,Off Campus,0,3,Not Placed
21137,Male,27,Bachelor,5.65,0,2023,Not Opted,1,No,Information Technology,Off Campus,205833,0,Placed
21138,Female,21,Bachelor,8.03,4,2019,Opted,5,Yes,Electronics,On Campus,0,3,Not Placed
21139,Female,25,Master,9.25,2,2019,Not Opted,1,No,Computer Science,Off Campus,448053,0,Placed
21140,Male,27,Master,5.22,4,2023,Opted,3,No,Computer Science,Off Campus,0,4,Not Placed
21141,Female,24,Master,8.67,2,2023,Not Opted,0,No,Electrical,On Campus,927138,1,Placed
21142,Male,24,Master,6.71,1,2018,Opted,5,No,Electrical,Off Campus,818528,1,Placed
21143,Female,24,Master,,3,2018,Opted,2,Yes,Computer Science,Off Campus,618048,0,Placed
21144,Male,26,Bachelor,9.64,0,2020,Not Opted,0,No,Computer Science,Off Campus,408929,0,Placed
21145,Female,27,Master,6.66,3,2020,Opted,0,Yes,Electrical,Off Campus,0,4,Not Placed
21146,Female,22,Bachelor,7.33,0,2020,Opted,1,Yes,Information Technology,On Campus,0,3,Not Placed
21147,Male,25,Master,5.07,4,2020,Opted,3,No,Civil,Off Campus,0,4,Not Placed
21148,Female,24,Master,5.41,4,2022,Opted,0,Yes,Electrical,Off Campus,609251,1,Placed
21149,Male,23,Bachelor,6.29,0,2022,Opted,4,No,Computer Science,Off Campus,206732,1,Placed
21150,Male,27,Bachelor,5.14,3,2018,Not Opted,4,Yes,Information Technology,On Campus,0,3,Not Placed
21151,Male,26,Master,8.16,0,2019,Opted,0,No,Information Technology,Off Campus,203487,1,Placed
21152,Male,27,Master,7.13,1,2023,Opted,1,No,Computer Science,Off Campus,431560,0,Placed
21153,Female,25,Master,7.74,4,2019,Not Opted,1,Yes,Mechanical,Off Campus,982031,1,Placed
21154,Female,26,Master,5.87,1,2021,Not Opted,2,No,Electronics,On Campus,557105,2,Placed
21155,Female,25,Bachelor,6.48,4,2022,Not Opted,5,No,Computer Science,On Campus,0,3,Not Placed
21156,Male,27,Master,8.32,4,2020,Opted,5,No,Computer Science,On Campus,0,3,Not Placed
21157,Female,22,Bachelor,9.83,2,2020,Opted,5,No,Computer Science,On Campus,0,3,Not Placed
21158,Male,25,Master,5.25,1,2021,Opted,3,Yes,Computer Science,On Campus,533175,2,Placed
21159,Female,26,Bachelor,9.45,1,2019,Opted,1,Yes,Electrical,Off Campus,0,4,Not Placed
21160,Female,26,Bachelor,7.88,2,2020,Not Opted,2,Yes,Information Technology,On Campus,476925,0,Placed
21161,Female,25,Master,7.82,3,2019,Not Opted,4,No,Civil,Off Campus,0,3,Not Placed
21162,Male,27,Bachelor,7.5,1,2023,Opted,5,Yes,Computer Science,On Campus,507311,1,Placed
21163,Female,27,Master,5.35,0,2021,Opted,4,No,Electrical,On Campus,980226,0,Placed
21164,Female,27,Bachelor,5.45,2,2019,Opted,4,No,Mechanical,On Campus,412810,1,Placed
21165,Male,28,Master,8.0,1,2023,Opted,0,No,Information Technology,Off Campus,407593,0,Placed
21166,Female,27,Bachelor,6.7,3,2019,Not Opted,3,Yes,Computer Science,Off Campus,501743,0,Placed
21167,Male,25,Master,9.59,1,2019,Not Opted,2,Yes,Computer Science,Off Campus,609991,1,Placed
21168,Female,24,Master,7.03,4,2020,Opted,3,Yes,Information Technology,On Campus,528648,1,Placed
21169,Male,25,Bachelor,5.72,0,2018,Not Opted,0,Yes,Civil,On Campus,669134,0,Placed
21170,Male,27,Bachelor,8.57,2,2022,Opted,2,No,Mechanical,On Campus,0,3,Not Placed
21171,Female,22,Bachelor,6.47,4,2019,Opted,2,Yes,Mechanical,On Campus,620020,1,Placed
21172,Male,25,Bachelor,7.63,3,2019,Not Opted,1,Yes,Electronics,On Campus,887619,2,Placed
21173,Male,25,Master,8.49,4,2019,Opted,3,Yes,Information Technology,On Campus,981085,2,Placed
21174,Male,22,Bachelor,9.5,4,2018,Not Opted,3,Yes,Mechanical,Off Campus,810572,0,Placed
21175,Male,25,Master,8.96,3,2023,Opted,1,No,Civil,Off Campus,0,4,Not Placed
21176,Male,24,Bachelor,8.38,4,2021,Not Opted,4,Yes,Information Technology,On Campus,297556,0,Placed
21177,Male,24,Master,8.4,2,2020,Opted,0,Yes,Computer Science,Off Campus,767848,0,Placed
21178,Female,24,Master,9.73,1,2018,Not Opted,3,Yes,Electrical,Off Campus,0,3,Not Placed
21179,Male,24,Master,6.48,4,2023,Opted,1,No,Computer Science,Off Campus,0,3,Not Placed
21180,Male,25,Master,5.01,2,2019,Opted,2,Yes,Computer Science,On Campus,0,4,Not Placed
21181,Female,24,Bachelor,6.36,1,2023,Not Opted,5,Yes,Mechanical,On Campus,0,4,Not Placed
21182,Female,27,Bachelor,6.09,1,2018,Opted,1,Yes,Mechanical,On Campus,0,4,Not Placed
21183,Female,25,Master,8.31,4,2018,Not Opted,5,No,Computer Science,On Campus,0,4,Not Placed
21184,Female,27,Bachelor,8.17,2,2018,Not Opted,4,No,Information Technology,Off Campus,0,4,Not Placed
21185,Female,24,Bachelor,7.97,4,2021,Opted,0,Yes,Electronics,On Campus,767487,0,Placed
21186,Female,24,Master,5.08,3,2022,Opted,5,Yes,Electrical,On Campus,801380,0,Placed
21187,Female,24,Bachelor,8.64,1,2020,Opted,4,No,Information Technology,On Campus,587069,2,Placed
21188,Male,22,Bachelor,6.62,4,2021,Opted,5,No,Electronics,Off Campus,889182,2,Placed
21189,Male,27,Bachelor,,1,2021,Not Opted,2,No,Mechanical,Off Campus,948873,1,Placed
21190,Female,24,Master,7.78,2,2022,Opted,2,No,Mechanical,Off Campus,918954,0,Placed
21191,Male,27,Bachelor,6.71,0,2021,Opted,2,No,Information Technology,Off Campus,0,4,Not Placed
21192,Male,24,Master,5.67,4,2018,Opted,2,Yes,Computer Science,Off Campus,464813,1,Placed
21193,Male,26,Bachelor,5.47,4,2018,Not Opted,1,Yes,Mechanical,On Campus,0,3,Not Placed
21194,Female,27,Bachelor,9.16,1,2023,Opted,2,Yes,Computer Science,Off Campus,674833,0,Placed
21195,Female,25,Bachelor,9.59,2,2019,Not Opted,2,Yes,Electronics,Off Campus,868298,2,Placed
21196,Male,30,Master,8.25,3,2021,Opted,1,No,Computer Science,On Campus,598933,0,Placed
21197,Female,24,Master,5.52,2,2019,Not Opted,2,No,Information Technology,On Campus,919935,0,Placed
21198,Male,27,Bachelor,7.01,4,2020,Opted,4,No,Information Technology,On Campus,804025,0,Placed
21199,Male,24,Master,8.64,3,2018,Opted,4,No,Computer Science,Off Campus,224406,0,Placed
21200,Male,27,Bachelor,8.9,2,2023,Not Opted,3,No,Mechanical,On Campus,0,3,Not Placed
21201,Male,29,Master,5.59,0,2020,Opted,4,Yes,Computer Science,Off Campus,427894,2,Placed
21202,Female,29,Master,5.0,1,2023,Opted,0,Yes,Mechanical,On Campus,212873,0,Placed
21203,Female,21,Bachelor,8.56,2,2022,Opted,0,Yes,Mechanical,Off Campus,0,3,Not Placed
21204,Female,22,Bachelor,6.78,2,2018,Not Opted,0,Yes,Information Technology,Off Campus,747749,1,Placed
21205,Male,21,Bachelor,6.27,0,2020,Opted,1,Yes,Electronics,Off Campus,613926,0,Placed
21206,Female,27,Bachelor,5.06,4,2022,Not Opted,4,No,Computer Science,Off Campus,0,3,Not Placed
21207,Male,24,Master,,1,2020,Not Opted,0,No,Electronics,On Campus,0,4,Not Placed
21208,Female,30,Master,9.26,2,2023,Not Opted,3,No,Electrical,On Campus,797446,1,Placed
21209,Male,28,Master,9.79,3,2022,Opted,1,No,Information Technology,Off Campus,699600,2,Placed
21210,Male,25,Bachelor,7.83,2,2022,Not Opted,3,No,Information Technology,On Campus,661154,0,Placed
21211,Male,27,Bachelor,7.57,1,2018,Not Opted,4,Yes,Electronics,Off Campus,425075,0,Placed
21212,Female,24,Master,5.43,2,2019,Opted,2,Yes,Mechanical,On Campus,0,3,Not Placed
21213,Female,27,Bachelor,7.74,0,2023,Not Opted,3,Yes,Computer Science,On Campus,898367,2,Placed
21214,Female,26,Master,6.9,2,2023,Not Opted,2,No,Electrical,Off Campus,0,4,Not Placed
21215,Female,28,Master,8.04,2,2022,Opted,1,No,Computer Science,Off Campus,383328,1,Placed
21216,Male,24,Master,6.94,3,2022,Opted,3,No,Electronics,On Campus,745027,2,Placed
21217,Female,24,Master,6.2,0,2018,Not Opted,3,No,Computer Science,Off Campus,520330,0,Placed
21218,Female,27,Master,5.47,0,2019,Opted,5,Yes,Electronics,On Campus,0,3,Not Placed
21219,Male,27,Bachelor,6.57,2,2023,Opted,1,No,Computer Science,On Campus,0,4,Not Placed
21220,Male,23,Bachelor,5.48,3,2021,Opted,1,Yes,Electrical,On Campus,0,3,Not Placed
21221,Male,25,Bachelor,5.88,2,2021,Not Opted,0,No,Electronics,Off Campus,306887,1,Placed
21222,Female,24,Master,9.94,2,2019,Not Opted,4,Yes,Electronics,Off Campus,906791,2,Placed
21223,Male,27,Master,7.22,1,2020,Opted,3,No,Electronics,On Campus,0,3,Not Placed
21224,Male,25,Master,7.66,1,2018,Not Opted,3,No,Electrical,Off Campus,0,3,Not Placed
21225,Male,28,Master,9.37,3,2019,Opted,1,Yes,Mechanical,Off Campus,348608,0,Placed
21226,Female,27,Bachelor,9.98,4,2021,Opted,1,Yes,Electrical,On Campus,0,3,Not Placed
21227,Male,27,Bachelor,7.91,1,2022,Opted,4,No,Mechanical,Off Campus,0,4,Not Placed
21228,Female,27,Master,9.06,4,2021,Opted,1,Yes,Electrical,Off Campus,745961,2,Placed
21229,Female,24,Master,,0,2022,Opted,2,No,Electrical,On Campus,341439,1,Placed
21230,Male,24,Master,6.53,1,2018,Not Opted,2,No,Computer Science,Off Campus,0,3,Not Placed
21231,Male,27,Bachelor,7.01,1,2022,Not Opted,5,Yes,Electrical,On Campus,0,4,Not Placed
21232,Female,23,Bachelor,,3,2019,Not Opted,2,No,Computer Science,Off Campus,835929,1,Placed
21233,Male,27,Bachelor,8.41,4,2022,Not Opted,2,No,Mechanical,Off Campus,0,4,Not Placed
21234,Male,24,Master,6.58,1,2020,Opted,4,Yes,Electrical,On Campus,0,3,Not Placed
21235,Female,25,Master,5.67,1,2019,Opted,3,No,Civil,On Campus,0,3,Not Placed
21236,Female,24,Bachelor,8.16,3,2018,Not Opted,2,No,Computer Science,Off Campus,939906,2,Placed
21237,Male,25,Master,5.64,3,2019,Not Opted,5,No,Computer Science,On Campus,708853,0,Placed
21238,Female,27,Bachelor,7.89,4,2020,Opted,1,No,Mechanical,On Campus,0,4,Not Placed
21239,Male,30,Master,8.47,0,2018,Opted,2,Yes,Information Technology,Off Campus,340313,0,Placed
21240,Male,24,Bachelor,8.5,0,2021,Opted,5,Yes,Information Technology,On Campus,622994,0,Placed
21241,Male,24,Master,8.77,2,2020,Not Opted,4,Yes,Mechanical,Off Campus,564523,1,Placed
21242,Female,23,Bachelor,9.36,1,2018,Opted,1,No,Electrical,Off Campus,999083,1,Placed
21243,Male,27,Bachelor,7.5,4,2022,Opted,5,Yes,Computer Science,On Campus,0,4,Not Placed
21244,Male,23,Bachelor,8.65,1,2019,Not Opted,2,Yes,Mechanical,Off Campus,995707,0,Placed
21245,Male,23,Bachelor,8.1,4,2018,Not Opted,3,Yes,Computer Science,On Campus,245606,2,Placed
21246,Female,27,Bachelor,5.93,4,2019,Not Opted,1,No,Mechanical,Off Campus,201658,0,Placed
21247,Female,25,Bachelor,5.13,4,2022,Opted,1,Yes,Computer Science,On Campus,425571,1,Placed
21248,Female,25,Master,6.42,1,2018,Opted,3,Yes,Electrical,On Campus,272468,0,Placed
21249,Female,26,Master,7.22,3,2021,Not Opted,1,No,Computer Science,Off Campus,0,3,Not Placed
21250,Female,28,Master,8.09,1,2020,Opted,2,No,Electronics,On Campus,0,3,Not Placed
21251,Male,27,Bachelor,9.25,4,2018,Opted,1,No,Computer Science,On Campus,895087,2,Placed
21252,Female,26,Bachelor,5.98,2,2022,Opted,2,No,Electronics,On Campus,0,4,Not Placed
21253,Female,24,Master,5.63,0,2018,Not Opted,3,No,Information Technology,Off Campus,765438,0,Placed
21254,Female,27,Bachelor,9.82,4,2019,Not Opted,0,No,Computer Science,Off Campus,0,3,Not Placed
21255,Male,27,Bachelor,5.54,2,2023,Opted,3,Yes,Electronics,On Campus,0,4,Not Placed
21256,Female,27,Bachelor,7.39,3,2018,Opted,2,Yes,Information Technology,On Campus,0,3,Not Placed
21257,Female,27,Bachelor,7.93,4,2021,Opted,4,No,Computer Science,Off Campus,0,4,Not Placed
21258,Male,22,Bachelor,7.71,2,2018,Opted,3,No,Computer Science,Off Campus,0,4,Not Placed
21259,Female,24,Master,5.43,4,2020,Not Opted,4,Yes,Information Technology,Off Campus,0,3,Not Placed
21260,Male,24,Master,,1,2018,Not Opted,4,No,Computer Science,On Campus,707726,1,Placed
21261,Male,24,Master,5.53,2,2023,Opted,2,No,Computer Science,Off Campus,0,4,Not Placed
21262,Male,24,Master,7.93,1,2019,Opted,2,Yes,Computer Science,On Campus,822619,0,Placed
21263,Male,24,Master,7.72,1,2018,Not Opted,0,No,Electrical,Off Campus,0,3,Not Placed
21264,Male,27,Bachelor,6.17,2,2021,Opted,5,No,Electrical,On Campus,735452,1,Placed
21265,Female,27,Bachelor,8.19,0,2022,Not Opted,1,Yes,Computer Science,Off Campus,0,3,Not Placed
21266,Male,27,Bachelor,9.1,2,2018,Opted,3,Yes,Civil,On Campus,360631,2,Placed
21267,Male,27,Bachelor,5.21,0,2018,Not Opted,2,Yes,Mechanical,Off Campus,525112,0,Placed
21268,Female,27,Master,7.49,4,2020,Opted,3,Yes,Computer Science,Off Campus,397872,2,Placed
21269,Male,24,Master,8.45,4,2021,Opted,5,Yes,Computer Science,On Campus,0,4,Not Placed
21270,Female,30,Master,6.26,2,2023,Not Opted,5,No,Mechanical,Off Campus,0,4,Not Placed
21271,Female,25,Bachelor,6.54,4,2022,Not Opted,4,No,Information Technology,Off Campus,403195,2,Placed
21272,Female,24,Master,8.07,3,2019,Opted,1,No,Information Technology,Off Campus,676387,2,Placed
21273,Male,27,Bachelor,9.49,1,2018,Opted,0,No,Information Technology,Off Campus,0,4,Not Placed
21274,Male,24,Master,9.05,1,2023,Not Opted,3,No,Electronics,On Campus,859230,1,Placed
21275,Male,26,Master,7.92,0,2022,Not Opted,1,Yes,Computer Science,On Campus,758382,0,Placed
21276,Female,25,Bachelor,8.65,4,2019,Opted,0,No,Electronics,Off Campus,0,3,Not Placed
21277,Male,22,Bachelor,6.82,0,2023,Opted,3,No,Electronics,On Campus,864577,2,Placed
21278,Male,30,Master,8.2,1,2021,Not Opted,1,No,Electrical,On Campus,545282,0,Placed
21279,Male,24,Master,7.33,1,2021,Not Opted,2,No,Mechanical,On Campus,0,3,Not Placed
21280,Female,27,Bachelor,,4,2022,Not Opted,3,No,Computer Science,On Campus,0,3,Not Placed
21281,Female,24,Master,8.51,3,2019,Not Opted,1,Yes,Electrical,On Campus,852595,2,Placed
21282,Male,27,Master,7.78,3,2021,Not Opted,5,No,Information Technology,Off Campus,906182,1,Placed
21283,Male,27,Bachelor,6.79,4,2022,Opted,0,No,Information Technology,On Campus,702009,1,Placed
21284,Male,29,Master,9.56,4,2021,Opted,1,No,Computer Science,Off Campus,625305,0,Placed
21285,Male,27,Bachelor,5.1,0,2021,Not Opted,2,No,Information Technology,On Campus,646811,0,Placed
21286,Female,30,Master,6.58,4,2023,Opted,3,No,Computer Science,Off Campus,0,4,Not Placed
21287,Female,27,Bachelor,5.28,3,2023,Opted,3,No,Computer Science,Off Campus,361101,1,Placed
21288,Female,24,Master,8.83,4,2021,Not Opted,3,Yes,Computer Science,Off Campus,803311,0,Placed
21289,Female,26,Bachelor,8.51,0,2020,Opted,2,No,Electronics,On Campus,0,4,Not Placed
21290,Male,24,Master,6.66,0,2023,Opted,0,Yes,Computer Science,On Campus,0,3,Not Placed
21291,Male,24,Bachelor,8.38,0,2019,Opted,3,Yes,Electrical,Off Campus,894402,0,Placed
21292,Male,25,Master,6.98,0,2022,Not Opted,0,No,Computer Science,Off Campus,0,4,Not Placed
21293,Female,24,Master,8.78,2,2022,Not Opted,1,No,Computer Science,On Campus,669596,1,Placed
21294,Male,24,Master,7.27,4,2019,Opted,5,No,Information Technology,On Campus,0,3,Not Placed
21295,Female,28,Master,7.06,1,2019,Opted,5,Yes,Computer Science,Off Campus,815221,0,Placed
21296,Female,25,Master,9.67,4,2019,Opted,0,No,Electrical,On Campus,245957,1,Placed
21297,Male,24,Master,6.25,2,2019,Opted,0,No,Information Technology,On Campus,0,3,Not Placed
21298,Male,30,Master,5.6,0,2018,Opted,5,No,Civil,On Campus,769677,2,Placed
21299,Male,27,Master,,2,2022,Opted,3,Yes,Civil,On Campus,360787,1,Placed
21300,Female,27,Master,,3,2018,Not Opted,4,Yes,Information Technology,On Campus,894476,2,Placed
21301,Male,21,Bachelor,6.89,3,2021,Opted,4,No,Electronics,On Campus,649467,0,Placed
21302,Female,27,Bachelor,5.31,4,2021,Opted,2,Yes,Computer Science,Off Campus,0,4,Not Placed
21303,Male,24,Master,6.7,4,2022,Not Opted,5,No,Electrical,Off Campus,578044,0,Placed
21304,Female,25,Bachelor,7.53,1,2021,Opted,5,Yes,Electronics,Off Campus,594039,1,Placed
21305,Female,25,Master,5.81,1,2019,Opted,2,No,Computer Science,Off Campus,459073,2,Placed
21306,Male,28,Master,8.29,3,2018,Opted,4,Yes,Computer Science,Off Campus,423080,2,Placed
21307,Female,27,Bachelor,9.99,0,2019,Opted,1,No,Computer Science,Off Campus,0,3,Not Placed
21308,Female,27,Master,7.26,2,2021,Not Opted,3,No,Information Technology,On Campus,540135,0,Placed
21309,Male,27,Master,6.77,1,2023,Opted,3,Yes,Electrical,On Campus,603823,0,Placed
21310,Female,26,Bachelor,7.0,1,2018,Not Opted,1,Yes,Information Technology,Off Campus,806743,1,Placed
21311,Male,26,Bachelor,5.58,0,2019,Opted,1,Yes,Information Technology,Off Campus,574684,2,Placed
21312,Female,29,Master,9.42,0,2022,Opted,4,Yes,Information Technology,Off Campus,576684,1,Placed
21313,Male,26,Bachelor,7.07,4,2019,Not Opted,2,Yes,Electronics,On Campus,977585,1,Placed
21314,Male,22,Bachelor,6.94,2,2023,Opted,1,No,Computer Science,On Campus,867329,2,Placed
21315,Female,24,Master,8.3,0,2021,Not Opted,2,No,Electronics,On Campus,670452,1,Placed
21316,Female,25,Bachelor,7.21,1,2018,Not Opted,0,Yes,Electronics,On Campus,589326,2,Placed
21317,Female,24,Bachelor,8.24,1,2022,Not Opted,3,No,Electronics,Off Campus,954207,1,Placed
21318,Female,24,Master,5.31,3,2018,Opted,4,No,Electronics,Off Campus,0,4,Not Placed
21319,Female,23,Bachelor,9.07,0,2022,Opted,3,Yes,Information Technology,Off Campus,998377,1,Placed
21320,Male,27,Bachelor,9.7,4,2018,Opted,4,No,Computer Science,Off Campus,826816,1,Placed
21321,Female,28,Master,8.24,2,2021,Opted,0,No,Electrical,On Campus,0,4,Not Placed
21322,Male,26,Master,9.77,4,2022,Not Opted,3,Yes,Civil,On Campus,772005,0,Placed
21323,Male,25,Master,5.76,1,2020,Opted,0,Yes,Electrical,Off Campus,652642,2,Placed
21324,Female,21,Bachelor,7.39,4,2018,Opted,4,No,Computer Science,On Campus,0,3,Not Placed
21325,Male,28,Master,8.01,1,2018,Not Opted,1,Yes,Computer Science,On Campus,0,4,Not Placed
21326,Male,24,Master,7.91,1,2019,Not Opted,3,No,Civil,On Campus,709740,0,Placed
21327,Male,26,Bachelor,7.01,1,2022,Opted,0,Yes,Computer Science,On Campus,437644,1,Placed
21328,Male,24,Master,6.69,1,2023,Not Opted,5,Yes,Computer Science,Off Campus,552624,0,Placed
21329,Female,27,Master,5.63,1,2020,Not Opted,3,Yes,Information Technology,On Campus,0,4,Not Placed
21330,Male,27,Master,6.96,3,2021,Not Opted,3,Yes,Civil,Off Campus,933709,1,Placed
21331,Female,29,Master,5.81,4,2019,Not Opted,3,No,Information Technology,On Campus,335673,0,Placed
21332,Female,25,Bachelor,8.67,3,2020,Not Opted,2,Yes,Information Technology,On Campus,0,3,Not Placed
21333,Male,28,Master,6.04,3,2022,Opted,0,Yes,Electrical,Off Campus,728621,2,Placed
21334,Female,30,Master,,0,2020,Opted,0,No,Computer Science,Off Campus,926295,2,Placed
21335,Female,27,Bachelor,7.76,0,2018,Opted,3,No,Mechanical,On Campus,0,4,Not Placed
21336,Female,28,Master,7.98,0,2018,Opted,1,No,Electrical,On Campus,217839,1,Placed
21337,Male,21,Bachelor,9.36,2,2019,Opted,3,No,Information Technology,Off Campus,633420,1,Placed
21338,Female,25,Bachelor,7.88,0,2022,Opted,2,Yes,Mechanical,On Campus,220195,2,Placed
21339,Female,23,Bachelor,6.73,4,2022,Opted,4,No,Civil,On Campus,621064,0,Placed
21340,Female,24,Master,,3,2020,Not Opted,2,Yes,Information Technology,Off Campus,813517,1,Placed
